series_id	status	title	reason
16595	not_found	Azrael	SparkManga search returned no usable /manga/ candidate.
16597	not_found	Husband, Don't Do This!	SparkManga search returned no usable /manga/ candidate.
16598	not_found	Kasouba no Nai Machi ni Kane ga Naru Toki	SparkManga search returned no usable /manga/ candidate.
16599	not_found	futari wa precure	SparkManga search returned no usable /manga/ candidate.
16600	not_found	Arcana (KOTEGAWA Yua)	SparkManga search returned no usable /manga/ candidate.
16601	not_found	Flash - Rebirth	SparkManga search returned no usable /manga/ candidate.
16602	not_found	the devil king and human toddler	SparkManga search returned no usable /manga/ candidate.
16603	not_found	Chronos Ruler - Manhua	SparkManga search returned no usable /manga/ candidate.
16604	ambiguous	Symbiote Spider-Man	Spark slug is already mapped to series_id=10189.
16605	ambiguous	so what you're my maid	Spark slug is already mapped to series_id=6098.
16606	not_found	Sewayaki Kitsune no Senko-san	SparkManga search returned no usable /manga/ candidate.
16607	not_found	Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru	SparkManga search returned no usable /manga/ candidate.
16608	not_found	Ariana the Diva	SparkManga search returned no usable /manga/ candidate.
16609	not_found	Imouto ni Fianse o Yuzure to Iwa Remashita Saikyou no Ryu ni Kiniira Rete Masakano Okoku Nottori?	SparkManga search returned no usable /manga/ candidate.
16610	not_found	Assassination Classroom - Korosensei Quest	SparkManga search returned no usable /manga/ candidate.
16611	not_found	Vampire does not bite me	SparkManga search returned no usable /manga/ candidate.
16612	not_found	The Code to the Evolutionary Spiral	SparkManga search returned no usable /manga/ candidate.
16614	not_found	Isekai ni Kita Mitai dakedo Ikanisureba Yoi no Darou	SparkManga search returned no usable /manga/ candidate.
16615	not_found	Coming up	Candidates existed, but none reached the safe match threshold.
16616	ambiguous	Second Chance	Multiple or borderline candidates; no mapping was guessed.
16617	not_found	Brush Settings	SparkManga search returned no usable /manga/ candidate.
16618	not_found	Croa chimera	SparkManga search returned no usable /manga/ candidate.
16619	not_found	Mengpo's dessert	SparkManga search returned no usable /manga/ candidate.
16620	not_found	Aru Hi, Knight ni Atta nara	SparkManga search returned no usable /manga/ candidate.
16621	not_found	Little witch's collied	SparkManga search returned no usable /manga/ candidate.
16622	ambiguous	Fights Break Sphere – Return of The Beasts	Spark slug is already mapped to series_id=2483.
16624	not_found	You Were Looking, Weren't You?	SparkManga search returned no usable /manga/ candidate.
16625	not_found	yumyum	SparkManga search returned no usable /manga/ candidate.
16626	not_found	December's Balsam	SparkManga search returned no usable /manga/ candidate.
16627	not_found	نداء ماهر	SparkManga search returned no usable /manga/ candidate.
16628	ambiguous	My Home	Multiple or borderline candidates; no mapping was guessed.
16629	not_found	Love Honor	SparkManga search returned no usable /manga/ candidate.
16630	not_found	Honoka ni purple	SparkManga search returned no usable /manga/ candidate.
16631	not_found	I’m Not a Villainess!! Just Because I Can Control Darkness Doesn’t Mean I’m a Bad Person!	SparkManga search returned no usable /manga/ candidate.
16632	not_found	Leave Me Not	SparkManga search returned no usable /manga/ candidate.
16633	ambiguous	Rising Sun	Multiple or borderline candidates; no mapping was guessed.
16634	not_found	Cat demon hits the ghost president	SparkManga search returned no usable /manga/ candidate.
16635	not_found	How to Kill a God	Candidates existed, but none reached the safe match threshold.
16636	not_found	tonari wa nani o kuu hito zo horoyoi	SparkManga search returned no usable /manga/ candidate.
16637	not_found	عبسي المتكلم	SparkManga search returned no usable /manga/ candidate.
16638	not_found	Love exchange	SparkManga search returned no usable /manga/ candidate.
16639	not_found	Summer Fantasy	SparkManga search returned no usable /manga/ candidate.
16640	ambiguous	Sinner	Multiple or borderline candidates; no mapping was guessed.
16641	not_found	Transient Life Stories	SparkManga search returned no usable /manga/ candidate.
16642	not_found	70-oku no Hari	SparkManga search returned no usable /manga/ candidate.
16643	not_found	Shuumatsu wa Aoi Haru	SparkManga search returned no usable /manga/ candidate.
16644	not_found	Can You Kill Me?	SparkManga search returned no usable /manga/ candidate.
16645	not_found	Memories of a fake witch	SparkManga search returned no usable /manga/ candidate.
16646	not_found	Toraware Voice	SparkManga search returned no usable /manga/ candidate.
16647	not_found	Hoshikuzu Crybaby	SparkManga search returned no usable /manga/ candidate.
16648	not_found	Treat of Reincarnation: The Advent of the Almighty Pastry Chef	SparkManga search returned no usable /manga/ candidate.
16649	ambiguous	Jiraishin	Spark slug is already mapped to series_id=13568.
16650	not_found	Himari no mawari	SparkManga search returned no usable /manga/ candidate.
16653	not_found	Madoromi Barmaid	SparkManga search returned no usable /manga/ candidate.
16654	ambiguous	good doctor	Spark slug is already mapped to series_id=7201.
16655	not_found	Shokuryou jinrui	SparkManga search returned no usable /manga/ candidate.
16656	not_found	Kekkai Sensen: Back 2 Back	SparkManga search returned no usable /manga/ candidate.
16657	not_found	Crown of love	SparkManga search returned no usable /manga/ candidate.
16658	not_found	Boku to Kimi no Aida ni	SparkManga search returned no usable /manga/ candidate.
16659	not_found	Imawa no Michi no alice	SparkManga search returned no usable /manga/ candidate.
16660	not_found	The last 7 days	SparkManga search returned no usable /manga/ candidate.
16661	not_found	Raqiya	SparkManga search returned no usable /manga/ candidate.
16662	not_found	3x3 Eyes	SparkManga search returned no usable /manga/ candidate.
16663	not_found	Cat teacher	Candidates existed, but none reached the safe match threshold.
16664	not_found	YOUR FILES PLEASE!	SparkManga search returned no usable /manga/ candidate.
16665	not_found	Monster Lover	SparkManga search returned no usable /manga/ candidate.
16668	not_found	Naughty Succubus "Saki-chan"	SparkManga search returned no usable /manga/ candidate.
16669	not_found	Dorothy Wa Gokigen Naname ?	SparkManga search returned no usable /manga/ candidate.
16671	not_found	God Eater 2	SparkManga search returned no usable /manga/ candidate.
16672	not_found	Non Non Biyori Koushiki Anthology	SparkManga search returned no usable /manga/ candidate.
16673	not_found	Monster House	Candidates existed, but none reached the safe match threshold.
16674	not_found	Mujin Wakusei Survive	SparkManga search returned no usable /manga/ candidate.
16676	not_found	A beautiful treat witch	SparkManga search returned no usable /manga/ candidate.
16677	not_found	Maid of Magnolia	SparkManga search returned no usable /manga/ candidate.
16678	not_found	Ubume no Natsu	SparkManga search returned no usable /manga/ candidate.
16679	not_found	Otouto o Kareshi ni Suru Houhou	SparkManga search returned no usable /manga/ candidate.
16680	not_found	Across The World	SparkManga search returned no usable /manga/ candidate.
16681	ambiguous	White Deer	Spark slug is already mapped to series_id=15560.
16682	ambiguous	Tokyo Manji Revengers	Multiple or borderline candidates; no mapping was guessed.
16683	not_found	Youkai Gurentai	SparkManga search returned no usable /manga/ candidate.
16684	not_found	Sakura Yoi Machi, Yahan Mae	SparkManga search returned no usable /manga/ candidate.
16686	not_found	Blind Date Terminator	SparkManga search returned no usable /manga/ candidate.
16687	not_found	Phantom in the Twilight	SparkManga search returned no usable /manga/ candidate.
16688	not_found	bodyguard in disguise	SparkManga search returned no usable /manga/ candidate.
16689	not_found	Red Thread Gods	SparkManga search returned no usable /manga/ candidate.
16692	not_found	Daytime Boy Lover	SparkManga search returned no usable /manga/ candidate.
16693	not_found	Strongest Cultivation System	Candidates existed, but none reached the safe match threshold.
16694	not_found	Hero Union BBS	SparkManga search returned no usable /manga/ candidate.
16695	not_found	hatsukoi x again	SparkManga search returned no usable /manga/ candidate.
16696	not_found	My mane is fame	SparkManga search returned no usable /manga/ candidate.
16697	not_found	Zero's World	Candidates existed, but none reached the safe match threshold.
16699	not_found	Stop it! I want to be quiet	SparkManga search returned no usable /manga/ candidate.
16700	not_found	Until the last star	SparkManga search returned no usable /manga/ candidate.
16701	not_found	His double charm	SparkManga search returned no usable /manga/ candidate.
16702	not_found	Ookami-san to Shinizokonai	SparkManga search returned no usable /manga/ candidate.
16703	not_found	Solely Favored by the Cat-like Campus Hunk	SparkManga search returned no usable /manga/ candidate.
16704	not_found	Empresses in the Palace	SparkManga search returned no usable /manga/ candidate.
16705	not_found	The Struggle of a 0 Love Flag Girl	SparkManga search returned no usable /manga/ candidate.
16706	not_found	Hataraku saibou Black	SparkManga search returned no usable /manga/ candidate.
16708	not_found	Neko Wa Himitsu No Basho Ni Iru	SparkManga search returned no usable /manga/ candidate.
16709	ambiguous	Escape From Sue	Multiple or borderline candidates; no mapping was guessed.
16710	ambiguous	Suki X Suki	Spark slug is already mapped to series_id=3194.
16711	not_found	Machiko yo Oborekake	SparkManga search returned no usable /manga/ candidate.
16712	not_found	My wife is so tempting	SparkManga search returned no usable /manga/ candidate.
16713	not_found	Shen Qi Hui Juan	SparkManga search returned no usable /manga/ candidate.
16714	not_found	Perfect Relationship	SparkManga search returned no usable /manga/ candidate.
16715	not_found	Clock Tower GHOST HEAD	SparkManga search returned no usable /manga/ candidate.
16716	not_found	Mako-San Wa Shindemo Jiritsu Shinai	SparkManga search returned no usable /manga/ candidate.
16717	not_found	Ace Producer	SparkManga search returned no usable /manga/ candidate.
16718	not_found	my E-honey	Candidates existed, but none reached the safe match threshold.
16719	not_found	Emperor is young	Candidates existed, but none reached the safe match threshold.
16720	not_found	My Dear Sponsor	SparkManga search returned no usable /manga/ candidate.
16721	not_found	Seito Kaichou desu ga Josou Hajimemashita	SparkManga search returned no usable /manga/ candidate.
16722	not_found	Only Be My Warlord Hubby	SparkManga search returned no usable /manga/ candidate.
16723	ambiguous	My Living Dead	Spark slug is already mapped to series_id=6140.
16724	not_found	Seventh Witch	SparkManga search returned no usable /manga/ candidate.
16725	not_found	Ichinose Kyoudai wa Gaman Dekinai	SparkManga search returned no usable /manga/ candidate.
16726	not_found	Kuuden Noise no Himegimi	SparkManga search returned no usable /manga/ candidate.
16727	not_found	Tsukumo-kun no Ai wa Machigatteiru	SparkManga search returned no usable /manga/ candidate.
16728	not_found	ELVES DREAM OF LOLI	SparkManga search returned no usable /manga/ candidate.
16729	not_found	I want to be a big brother	SparkManga search returned no usable /manga/ candidate.
16730	not_found	destiny nine stars	SparkManga search returned no usable /manga/ candidate.
16731	not_found	Yamainu no Zangyou ni Warau	SparkManga search returned no usable /manga/ candidate.
16732	not_found	Otona no jikan	SparkManga search returned no usable /manga/ candidate.
16733	not_found	Mitsukubi Condor	SparkManga search returned no usable /manga/ candidate.
16734	not_found	Tasogare Memorandum	SparkManga search returned no usable /manga/ candidate.
16736	not_found	Black and White	SparkManga search returned no usable /manga/ candidate.
16737	not_found	Itsuka Kamen wo Nugu Tame ni	SparkManga search returned no usable /manga/ candidate.
16738	not_found	Yugen's All-Ghouls Homeroom	SparkManga search returned no usable /manga/ candidate.
16739	not_found	Murder Falcon	SparkManga search returned no usable /manga/ candidate.
16740	not_found	money is not needed for the rebels	SparkManga search returned no usable /manga/ candidate.
16741	not_found	Signal 100	SparkManga search returned no usable /manga/ candidate.
16742	not_found	Oshikake twin tail	SparkManga search returned no usable /manga/ candidate.
16743	not_found	Chicchai Kanojo Senpai ga Kawaisugiru	SparkManga search returned no usable /manga/ candidate.
16744	not_found	The vampire secret love guide	SparkManga search returned no usable /manga/ candidate.
16745	not_found	one million gold	SparkManga search returned no usable /manga/ candidate.
16746	not_found	Reincarnated into an Otome Game? Nah, I'm Too Busy Mastering Magic!	SparkManga search returned no usable /manga/ candidate.
16747	not_found	Rico's Past	SparkManga search returned no usable /manga/ candidate.
16748	not_found	I need you.	Candidates existed, but none reached the safe match threshold.
16749	not_found	The Hidden Marriage President, Don't Mess Around	SparkManga search returned no usable /manga/ candidate.
16750	not_found	Chihayafuru: Middle School Arc	SparkManga search returned no usable /manga/ candidate.
16751	not_found	Cafe cascade	SparkManga search returned no usable /manga/ candidate.
16752	not_found	Jiao Ling and Xiao Qian Jin	SparkManga search returned no usable /manga/ candidate.
16754	not_found	Riuu wo Machinagara	SparkManga search returned no usable /manga/ candidate.
16755	not_found	I look forward to your life.	SparkManga search returned no usable /manga/ candidate.
16756	not_found	Agravity Boys	SparkManga search returned no usable /manga/ candidate.
16757	not_found	Should I fall in love with the devil?	SparkManga search returned no usable /manga/ candidate.
16758	not_found	Yeonhwa jeon	SparkManga search returned no usable /manga/ candidate.
16760	not_found	heropie	SparkManga search returned no usable /manga/ candidate.
16761	not_found	REAL or not REAL	Candidates existed, but none reached the safe match threshold.
16762	not_found	score on my heart	SparkManga search returned no usable /manga/ candidate.
16763	not_found	قسم خدمة الضيوف الخاص JM	SparkManga search returned no usable /manga/ candidate.
16764	not_found	Princess agent's cultivation	SparkManga search returned no usable /manga/ candidate.
16765	not_found	Ore Alice - Danjo Gyakuten	SparkManga search returned no usable /manga/ candidate.
16766	not_found	monster idols	SparkManga search returned no usable /manga/ candidate.
16767	not_found	Ichijou Kaname to wa Kakawaranai	SparkManga search returned no usable /manga/ candidate.
16768	not_found	Seifuku no Joou-sama	SparkManga search returned no usable /manga/ candidate.
16769	not_found	ESSENCE DESTINY OF THE TWELVE	SparkManga search returned no usable /manga/ candidate.
16770	not_found	Urara meirochou	SparkManga search returned no usable /manga/ candidate.
16772	not_found	Niito-chan to Onii-chan	SparkManga search returned no usable /manga/ candidate.
16774	not_found	Tsubasa-kun wa Akanuketai no ni	SparkManga search returned no usable /manga/ candidate.
16775	not_found	Hatsukoi♥Fuuinchuu!	SparkManga search returned no usable /manga/ candidate.
16776	ambiguous	Fluffy boy	Spark slug is already mapped to series_id=3292.
16777	not_found	I Worked Myself to Death and Reincarnated as the Queen of His Majesty, Who Is Younger than Me	SparkManga search returned no usable /manga/ candidate.
16778	not_found	Billions of animals	SparkManga search returned no usable /manga/ candidate.
16779	not_found	Under the water and mutated fishes	SparkManga search returned no usable /manga/ candidate.
16781	not_found	More Than One	SparkManga search returned no usable /manga/ candidate.
16782	not_found	Red Revenant	SparkManga search returned no usable /manga/ candidate.
16783	not_found	Fate/Grand Order: Fujimaru Ritsuka Doesn't Get it	SparkManga search returned no usable /manga/ candidate.
16784	not_found	Deatte 10-Byou No koibito	SparkManga search returned no usable /manga/ candidate.
16785	not_found	Chou Soujuu Mecha MG	SparkManga search returned no usable /manga/ candidate.
16787	not_found	Gendai Mahoutsukai no Okiniiri	SparkManga search returned no usable /manga/ candidate.
16788	not_found	The Devil of the Gods	SparkManga search returned no usable /manga/ candidate.
16789	not_found	Mulan Has No Elder Brother	SparkManga search returned no usable /manga/ candidate.
16790	not_found	No Match for Aoi-kun	SparkManga search returned no usable /manga/ candidate.
16791	not_found	Kamakura Fuzzy	SparkManga search returned no usable /manga/ candidate.
16792	not_found	pay you my world	SparkManga search returned no usable /manga/ candidate.
16793	not_found	Shining hel	SparkManga search returned no usable /manga/ candidate.
16795	not_found	Shizen no tsuyo-sa	SparkManga search returned no usable /manga/ candidate.
16796	not_found	The Little Princess and The Forest Spirit	SparkManga search returned no usable /manga/ candidate.
16797	not_found	Ima Kako	SparkManga search returned no usable /manga/ candidate.
16798	not_found	Futari no Polaris	SparkManga search returned no usable /manga/ candidate.
16799	not_found	Hajime no Ippo - Digital Colored	SparkManga search returned no usable /manga/ candidate.
16800	not_found	Karate Baka Isekai	SparkManga search returned no usable /manga/ candidate.
16801	ambiguous	Young Master, please don't!	Spark slug is already mapped to series_id=14495.
16803	ambiguous	Master, that's delicious	Spark slug is already mapped to series_id=6432.
16804	not_found	Alice Elise	SparkManga search returned no usable /manga/ candidate.
16805	not_found	God of Wine	SparkManga search returned no usable /manga/ candidate.
16806	not_found	Black Marriage	Candidates existed, but none reached the safe match threshold.
16807	not_found	There is not fantasy for Alice	SparkManga search returned no usable /manga/ candidate.
16808	not_found	Billions of presidents, bullying love	SparkManga search returned no usable /manga/ candidate.
16809	not_found	This Delinquent-kun Is Ungrateful	SparkManga search returned no usable /manga/ candidate.
16810	not_found	The Banished Villainess' Husband	SparkManga search returned no usable /manga/ candidate.
16811	not_found	Futamebore	SparkManga search returned no usable /manga/ candidate.
16812	not_found	Motherland wants you	SparkManga search returned no usable /manga/ candidate.
16814	not_found	Shirokuma to Fumeikyoku	SparkManga search returned no usable /manga/ candidate.
16815	not_found	Minos no beef 100%	SparkManga search returned no usable /manga/ candidate.
16816	not_found	Daisy and the Prince	SparkManga search returned no usable /manga/ candidate.
16817	not_found	Wakaouji-kun and Tonomiya-san	SparkManga search returned no usable /manga/ candidate.
16818	not_found	Nadeshiko Doremisora	SparkManga search returned no usable /manga/ candidate.
16819	not_found	Ryoma Is Coming	SparkManga search returned no usable /manga/ candidate.
16820	not_found	The Concubine changed	SparkManga search returned no usable /manga/ candidate.
16821	not_found	chouchou jiken	SparkManga search returned no usable /manga/ candidate.
16822	not_found	Wizard's child	SparkManga search returned no usable /manga/ candidate.
16823	not_found	Dog food Acorn	SparkManga search returned no usable /manga/ candidate.
16824	not_found	Children (kui ryoko)	SparkManga search returned no usable /manga/ candidate.
16825	not_found	I Resurrected in Another World	SparkManga search returned no usable /manga/ candidate.
16826	not_found	Camouflage girlfriend	SparkManga search returned no usable /manga/ candidate.
16827	not_found	THE PROSY OF YAMA	SparkManga search returned no usable /manga/ candidate.
16828	not_found	الرثاء الأخير	SparkManga search returned no usable /manga/ candidate.
16829	not_found	Devil's exclusive sweetheart	SparkManga search returned no usable /manga/ candidate.
16830	not_found	Flowers Crossing the Aegean Sea	SparkManga search returned no usable /manga/ candidate.
16831	not_found	Sekai de Ichiban Warui Majo	Candidates existed, but none reached the safe match threshold.
16832	ambiguous	For the princess	Multiple or borderline candidates; no mapping was guessed.
16833	not_found	Rich wife: a very handsome young man	SparkManga search returned no usable /manga/ candidate.
16834	not_found	waltz with my demon lord	SparkManga search returned no usable /manga/ candidate.
16835	not_found	Hana-Buchou (52) To Kokono-Chan (17)	SparkManga search returned no usable /manga/ candidate.
16836	not_found	Kare ni Irai Shite wa Ikemasen	SparkManga search returned no usable /manga/ candidate.
16837	not_found	Romantic killer	SparkManga search returned no usable /manga/ candidate.
16838	not_found	Kist no kaiboroki	SparkManga search returned no usable /manga/ candidate.
16840	ambiguous	How to love	Multiple or borderline candidates; no mapping was guessed.
16841	not_found	Ellie Golden to Itazurana Tenkan Busu de Debu Demo Ikemen Elite	SparkManga search returned no usable /manga/ candidate.
16842	not_found	Oh! Princess	SparkManga search returned no usable /manga/ candidate.
16843	not_found	How to Raise a Demon King's Child	SparkManga search returned no usable /manga/ candidate.
16844	not_found	My first dawn	SparkManga search returned no usable /manga/ candidate.
16846	not_found	Shikabane-Gatana	SparkManga search returned no usable /manga/ candidate.
16848	not_found	Kataomoi Shoten	SparkManga search returned no usable /manga/ candidate.
16851	not_found	Don't Make a Wish	SparkManga search returned no usable /manga/ candidate.
16852	not_found	Steel Fist Attack	SparkManga search returned no usable /manga/ candidate.
16853	not_found	Chen Xiang broken	SparkManga search returned no usable /manga/ candidate.
16854	not_found	Ghost Spot	SparkManga search returned no usable /manga/ candidate.
16855	not_found	Miro's Garden	SparkManga search returned no usable /manga/ candidate.
16856	not_found	Nekokaburi Hime wa Suki darake	SparkManga search returned no usable /manga/ candidate.
16857	not_found	The Queen: Silent classroom	SparkManga search returned no usable /manga/ candidate.
16858	not_found	Kitto Aishite Shimau n da	SparkManga search returned no usable /manga/ candidate.
16859	not_found	Kenja no Deshi wo Nanoru Kenja	SparkManga search returned no usable /manga/ candidate.
16860	not_found	Muggle's Law	SparkManga search returned no usable /manga/ candidate.
16862	not_found	Just Your Cat	SparkManga search returned no usable /manga/ candidate.
16864	not_found	Mukashi no Tomodachi	SparkManga search returned no usable /manga/ candidate.
16865	not_found	Girl in Love Cute Secret	SparkManga search returned no usable /manga/ candidate.
16866	ambiguous	This Unbound World's "Normal" Is Difficult	Spark slug is already mapped to series_id=14135.
16867	not_found	The Galactic Navy Officer Becomes An Adventurer	SparkManga search returned no usable /manga/ candidate.
16868	not_found	The Forgotten Fiancée	SparkManga search returned no usable /manga/ candidate.
16869	not_found	Empress I was abandoned in the cold palace?!	SparkManga search returned no usable /manga/ candidate.
16870	not_found	Dead Queen	Candidates existed, but none reached the safe match threshold.
16871	not_found	Datte ai wo shinjiteru	SparkManga search returned no usable /manga/ candidate.
16874	not_found	Unfamiliar	Candidates existed, but none reached the safe match threshold.
16877	not_found	After the Holy Sword Reincarnates Into a Human Being, It's Troubled Because It Is Favored by the Hero	SparkManga search returned no usable /manga/ candidate.
16878	not_found	Common life	SparkManga search returned no usable /manga/ candidate.
16879	not_found	Doctor Amazing: Modern World	SparkManga search returned no usable /manga/ candidate.
16880	not_found	Tsukishima-kun no Koroshikata	SparkManga search returned no usable /manga/ candidate.
16881	not_found	World End Solte	SparkManga search returned no usable /manga/ candidate.
16882	not_found	Hatsukoi*Rail Trip	SparkManga search returned no usable /manga/ candidate.
16883	ambiguous	Trap	Multiple or borderline candidates; no mapping was guessed.
16884	not_found	The City of Monsters and Treasure	SparkManga search returned no usable /manga/ candidate.
16886	not_found	A manga about the kind of PE teacher who dies at the start of a school horror film	SparkManga search returned no usable /manga/ candidate.
16889	not_found	Amasugite zurui Kimi no Dekiai	SparkManga search returned no usable /manga/ candidate.
16890	not_found	KIZOKU TENSEI: MEGUMARETA UMARE KARA SAIKYOU NO CHIKARA WO ERU	SparkManga search returned no usable /manga/ candidate.
16892	ambiguous	Wings war	Multiple or borderline candidates; no mapping was guessed.
16893	not_found	The knight may cry 😭	SparkManga search returned no usable /manga/ candidate.
16894	not_found	The Greek Tycoon's Defiant Bride	SparkManga search returned no usable /manga/ candidate.
16895	not_found	In my memories	SparkManga search returned no usable /manga/ candidate.
16896	not_found	Sick husband and fixed Jiao	SparkManga search returned no usable /manga/ candidate.
16897	not_found	House of five leaves	SparkManga search returned no usable /manga/ candidate.
16901	not_found	Reiwa Hanamaru Gakuen	SparkManga search returned no usable /manga/ candidate.
16902	ambiguous	My next life as villain	Spark slug is already mapped to series_id=8506.
16903	not_found	Gochuumon wa Usagi desu ka?	SparkManga search returned no usable /manga/ candidate.
16904	not_found	Danganronpa 1	Candidates existed, but none reached the safe match threshold.
16906	not_found	the last ritual appeal	SparkManga search returned no usable /manga/ candidate.
16907	not_found	The Amazing Spider-Man (1963)	SparkManga search returned no usable /manga/ candidate.
16909	ambiguous	sex	Multiple or borderline candidates; no mapping was guessed.
16911	not_found	To lovely you	SparkManga search returned no usable /manga/ candidate.
16912	not_found	حبر أسود	SparkManga search returned no usable /manga/ candidate.
16913	ambiguous	Why are you nice to me?	Spark slug is already mapped to series_id=12833.
16914	not_found	حياه يوميه	SparkManga search returned no usable /manga/ candidate.
16915	not_found	حياة مدرسية	Candidates existed, but none reached the safe match threshold.
16916	not_found	Marie no Kanaderu Ongaku	SparkManga search returned no usable /manga/ candidate.
16917	not_found	I am not your father	SparkManga search returned no usable /manga/ candidate.
16918	not_found	RIP You and Me	SparkManga search returned no usable /manga/ candidate.
16919	not_found	Sagishi	SparkManga search returned no usable /manga/ candidate.
16920	not_found	Wandering Dream	SparkManga search returned no usable /manga/ candidate.
16921	not_found	Kodomo no Kamisama	SparkManga search returned no usable /manga/ candidate.
16922	not_found	The No.1 Chef in Martial Art World	SparkManga search returned no usable /manga/ candidate.
16923	not_found	the same girl on the train home	SparkManga search returned no usable /manga/ candidate.
16924	not_found	Tales of Life's Victories	SparkManga search returned no usable /manga/ candidate.
16925	not_found	Hayaku Otona ni Naritai Onnanoko no Hanashi	SparkManga search returned no usable /manga/ candidate.
16927	not_found	بطل مزيف	Candidates existed, but none reached the safe match threshold.
16928	not_found	Life Burns for Vengeance	Candidates existed, but none reached the safe match threshold.
16930	not_found	A Rare Marriage: How To Grill Our Love	SparkManga search returned no usable /manga/ candidate.
16931	not_found	Blanc Project	SparkManga search returned no usable /manga/ candidate.
16932	not_found	Tribal Gear - Ghost Tail Ostrakon	SparkManga search returned no usable /manga/ candidate.
16933	not_found	Beast Complex	SparkManga search returned no usable /manga/ candidate.
16934	not_found	young master rob the bride	SparkManga search returned no usable /manga/ candidate.
16935	not_found	The Love Debt of 100 Million	SparkManga search returned no usable /manga/ candidate.
16936	ambiguous	Mookhyang - The Origin	Multiple or borderline candidates; no mapping was guessed.
16937	not_found	Kurai asa	SparkManga search returned no usable /manga/ candidate.
16938	not_found	Kashoku no Shiro	SparkManga search returned no usable /manga/ candidate.
16939	not_found	DD Hokuto No Ken	SparkManga search returned no usable /manga/ candidate.
16940	not_found	Doron chibimaru	SparkManga search returned no usable /manga/ candidate.
16941	not_found	Majo to Neko no Hanashi	SparkManga search returned no usable /manga/ candidate.
16942	not_found	Maou no Koi, Mamanaranu	SparkManga search returned no usable /manga/ candidate.
16943	ambiguous	Bad! What to do if you fall in love with the villain	Spark slug is already mapped to series_id=14300.
16944	not_found	Teal blue feather color	SparkManga search returned no usable /manga/ candidate.
16945	not_found	Kao ni Dasenai Yoshizawa-kun	SparkManga search returned no usable /manga/ candidate.
16946	not_found	Inn of Deceiving Stars	SparkManga search returned no usable /manga/ candidate.
16947	not_found	Ahh!! Bishamon High School	SparkManga search returned no usable /manga/ candidate.
16948	not_found	a sweet love story	SparkManga search returned no usable /manga/ candidate.
16949	not_found	Surplus Commando	SparkManga search returned no usable /manga/ candidate.
16950	not_found	Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsura Sugiru	SparkManga search returned no usable /manga/ candidate.
16951	not_found	Kawai Sugiru Kareshi	SparkManga search returned no usable /manga/ candidate.
16952	not_found	Anti-devil self-help plan	SparkManga search returned no usable /manga/ candidate.
16953	not_found	Sunday Idol	SparkManga search returned no usable /manga/ candidate.
16954	not_found	Only the Figure of the Chairman Is Different	SparkManga search returned no usable /manga/ candidate.
16956	not_found	My wallflower kiss	SparkManga search returned no usable /manga/ candidate.
16957	not_found	Elixir of life	SparkManga search returned no usable /manga/ candidate.
16958	not_found	Lucifer (2016)	SparkManga search returned no usable /manga/ candidate.
16959	not_found	Sora no aosa wo shiru hito yo	SparkManga search returned no usable /manga/ candidate.
16960	not_found	Cluster of Life	SparkManga search returned no usable /manga/ candidate.
16961	not_found	Heroes Of Nine Clouds	SparkManga search returned no usable /manga/ candidate.
16962	error	Genesis	SparkManga (Starz/Lek mirror) request failed (ConnectionError)
16963	error	Piace - Watashi no Italian	SparkManga (Starz/Lek mirror) request failed (ConnectionError)
16964	error	Tesoro	SparkManga (Starz/Lek mirror) request failed (ConnectionError)
16965	not_found	Cherry Tree ‏	SparkManga search returned no usable /manga/ candidate.
16966	not_found	bishounen tanteidan	SparkManga search returned no usable /manga/ candidate.
16967	not_found	Vengeful Girl With Her CEO	SparkManga search returned no usable /manga/ candidate.
16968	error	Azalea Gym, Women's Only Gym	SparkManga (Starz/Lek mirror) request failed (ConnectionError)
16969	error	i tell c	SparkManga (Starz/Lek mirror) request failed (ConnectionError)
16970	error	Welcome to the Cheap Restaurant of Outcasts!	SparkManga (Starz/Lek mirror) request failed (ConnectionError)
16971	not_found	My Fairy Loves to Get Jealous	SparkManga search returned no usable /manga/ candidate.
16972	not_found	Sentry (2018)	SparkManga search returned no usable /manga/ candidate.
16973	not_found	The Manuscript, Please!	SparkManga search returned no usable /manga/ candidate.
16974	ambiguous	Hoshi no Kirby - Pupupu Hero	Spark slug is already mapped to series_id=14239.
16975	not_found	Yojimbot	SparkManga search returned no usable /manga/ candidate.
16978	not_found	He's My Softy	SparkManga search returned no usable /manga/ candidate.
16979	not_found	Whispers of the Past	SparkManga search returned no usable /manga/ candidate.
16980	ambiguous	Shirokuro	Multiple or borderline candidates; no mapping was guessed.
16981	not_found	Tsuihou Sareta Bannou Mahou Kenshi Wa, Oujo Denka No Shishou To Naru	SparkManga search returned no usable /manga/ candidate.
16982	not_found	A Quiet Relationship	SparkManga search returned no usable /manga/ candidate.
16983	not_found	Not So Shoujo Love Story	SparkManga search returned no usable /manga/ candidate.
16984	not_found	Ex-husband, Please Go Away!	SparkManga search returned no usable /manga/ candidate.
16986	not_found	‏He conquered	Candidates existed, but none reached the safe match threshold.
16988	not_found	I Level Up Even After I'm Dead	SparkManga search returned no usable /manga/ candidate.
16989	not_found	In Our Sect, I'm The Only One That's Trash	SparkManga search returned no usable /manga/ candidate.
